Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
2,"HN Rafsanjani","Non-intrusive Occupant Load Monitoring in Commercial Buildings",2018,"","search.proquest.com","http://search.proquest.com/openview/2909cc3cec6e3697e89d5a593cc97ca2/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=10232554617992234690&as_sdt=2005&sciodt=0,5&hl=en",483,"2020-01-11 17:36:20","","","","",,,,,2,1.00,2,1,2
0,"S Singh, A Majumdar","Non-intrusive Load Monitoring via Multi-label Sparse Representation based Classification",2019,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8818331/","",345,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,2,1
0,"J Sossenheimer, T Weber, D Flum, N Panten, E Abele, ...","Non-intrusive Load Monitoring on Component Level of a Machine Tool Using a Kalman Filter-Based Disaggregation Approach",2019,"Twin-Control","Springer","https://link.springer.com/chapter/10.1007/978-3-030-02203-7_9","",432,"2020-01-11 17:36:20","HTML","","","",,,,,0,0.00,0,6,1
0,"M Lu","Non-intrusive Load Monitoring in Residential Building",2019,"","search.proquest.com","http://search.proquest.com/openview/8ea6625e170cf2330a78ca00b9380226/1?pq-origsite=gscholar&cbl=18750&diss=y","",407,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,1
0,"KM Rao, D Ravichandran, K Mahesh","Non-intrusive Load Monitoring for household power consumption data",2016,"","researchgate.net","https://www.researchgate.net/profile/Kavi_Mahesh/publication/296467466_Non-Intrusive_Load_Monitoring_for_Household_Power_Consumption_Data/links/56d586f608ae5c281ca4396c/Non-Intrusive-Load-Monitoring-for-Household-Power-Consumption-Data.pdf","",331,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,3,4
2,"S Lee, B Song, Y Kwon, J Kim","Non-intrusive Load Monitoring for Home Energy Usage with Multiple Power States Recognition",2015,"Proceedings of the …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/ebaf/5cb4bada2406d2d30315ab0e0c5ba257269e.pdf","https://scholar.google.com/scholar?cites=4924329225477067540&as_sdt=2005&sciodt=0,5&hl=en",225,"2020-01-11 17:36:20","PDF","","","",,,,,2,0.40,1,4,5
4,"Y Liu, X Wang, W You","Non-intrusive Load Monitoring by Voltage-Current Trajectory Enabled Transfer Learning",2018,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8580416/","https://scholar.google.com/scholar?cites=15859778579854803378&as_sdt=2005&sciodt=0,5&hl=en",270,"2020-01-11 17:36:20","","","","",,,,,4,2.00,1,3,2
0,"Y Zhang, G Yang, S Ma","Non-intrusive Load Monitoring based on Convolutional Neural Network with Differential Input",2019,"Procedia CIRP","Elsevier","https://www.sciencedirect.com/science/article/pii/S2212827119307243","",303,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,1
5,"XF Song, M Zhou, J Tu, G LI","Non-intrusive Load Monitoring Method Based on k-NN and Kernel Fisher Discriminant",2018,"Automation of Electric Power …","aeps.alljournals.ac.cn","http://aeps.alljournals.ac.cn/aepsen/ch/reader/view_abstract.aspx?file_no=20170627011","https://scholar.google.com/scholar?cites=1707232967128683241&as_sdt=2005&sciodt=0,5&hl=en",205,"2020-01-11 17:36:20","","","","",,,,,5,2.50,1,4,2
2,"NIU Lulu","Non-intrusive Load Monitoring Based onTransient Characteristics [D]",2010,"Tian Jin University","","","https://scholar.google.com/scholar?cites=15994500753130031369&as_sdt=2005&sciodt=0,5&hl=en",450,"2020-01-11 17:36:20","CITATION","","","",,,,,2,0.20,2,1,10
0,"Y Li, B Yin, P Wang, R Zhang","Non-intrusive Load Monitoring Based on Convolutional Neural Network Mixed Residual Unit",2019,"Journal of Physics: Conference …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1176/2/022052/meta","",368,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,1
1,"Z Zhang, J He, L Zhu, K Ren","Non-intrusive Load Monitoring Algorithms for Privacy Mining in Smart Grid",2019,"Advances in Cyber Security: Principles …","Springer","https://link.springer.com/chapter/10.1007/978-981-13-1483-4_2","https://scholar.google.com/scholar?cites=224648870028238653&as_sdt=2005&sciodt=0,5&hl=en",402,"2020-01-11 17:36:20","","","","",,,,,1,1.00,0,4,1
0,"HK Min, T An, S Lee, I Song","Non-intrusive Appliance Load Monitoring with Feature Extraction from Higher Order Moments",2013,"2013 IEEE 6th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6717331/","",476,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,7
1,"N Patel, B Srinivasan, R Srinivasan","Non-intrusive Appliance Load Monitoring for Electrical Energy Systems Simulation and Analysis–A case study in India",2016,"Computer Aided Chemical …","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780444634283503489","https://scholar.google.com/scholar?cites=8373631835992416521&as_sdt=2005&sciodt=0,5&hl=en",278,"2020-01-11 17:36:20","","","","",,,,,1,0.25,0,3,4
0,"M Tuomisto","Non-intrusive Appliance Load Monitoring (NIALM) System with the Possibility for Users to Follow the Consumption of Individual Electricity Appliances from the …",2016,"International Journal of Energy and Power …","article.ijepe.org","http://article.ijepe.org/pdf/10.11648.j.ijepe.20160503.16.pdf","",488,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,1,4
0,"G Davis","Non-Intrusive Load Monitors (NILMs) used for Equipment Monitoring and Fault Detection",2003,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.399.8277&rep=rep1&type=pdf","",479,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,1,17
3,"DPB Renaux, CRE Lima, F Pöttker, ...","Non-Intrusive Load Monitoring: an Architecture and its evaluation for Power Electronics loads",2018,"2018 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8590472/","https://scholar.google.com/scholar?cites=12183212583292970401&as_sdt=2005&sciodt=0,5&hl=en",260,"2020-01-11 17:36:20","","","","",,,,,3,1.50,1,4,2
0,"F Pöttker, AE Lazzaretti, DPB Renaux, ...","Non-Intrusive Load Monitoring: A Multi-Agent Architecture and Results",2018,"2018 2nd European …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8910111/","",372,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,2
0,"AM Sudoso, V Piccialli","Non-Intrusive Load Monitoring with an Attention-based Deep Neural Network",2019,"arXiv preprint arXiv:1912.00759","arxiv.org","https://arxiv.org/abs/1912.00759","",401,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,2,1
0,"H Horne","Non-Intrusive Load Monitoring with Norwegian Smart Meters",2018,"","ntnuopen.ntnu.no","https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2616157","",325,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,2
2,"C Brewitt, N Goddard","Non-Intrusive Load Monitoring with Fully Convolutional Networks",2018,"arXiv preprint arXiv:1812.03915","arxiv.org","https://arxiv.org/abs/1812.03915","https://scholar.google.com/scholar?cites=5174470164006271837&as_sdt=2005&sciodt=0,5&hl=en",251,"2020-01-11 17:36:20","","","","",,,,,2,1.00,1,2,2
0,"DS Kumar, KL Low, A Sharma, ...","Non-Intrusive Load Monitoring using Feed Forward Neural Network",2019,"2019 IEEE Innovative …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8880801/","",332,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,1
0,"E Protopapadakis, M Kaselimi, ...","Non-Intrusive Load Monitoring for Personalized Strategies Towards Energy Consumption Reduction",2019,"… on Semantic and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8864891/","",384,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,1
2,"YH Lai, IJ Tsai, CY Chiu, CF Lai","Non-Intrusive Load Monitoring applied in energy efficiency of the smart manufacturing industry: A case of air-conditioner",2014,"2014 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6899467/","https://scholar.google.com/scholar?cites=11567091571704300725&as_sdt=2005&sciodt=0,5&hl=en",236,"2020-01-11 17:36:20","","","","",,,,,2,0.33,1,4,6
0,"KR Arun, N Muhamed, CH FawazHanif, ...","Non-Intrusive Load Monitoring and Controlling of Home Appliances Using Bidirectional Counter",2019,"2019 Fifth …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8918809/","",334,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,1
2,"MA Devlin, BP Hayes","Non-Intrusive Load Monitoring and Classification of Activities of Daily Living using Residential Smart Meter Data",2019,"IEEE Transactions on Consumer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8721550/","https://scholar.google.com/scholar?cites=17935114301885768360&as_sdt=2005&sciodt=0,5&hl=en",437,"2020-01-11 17:36:20","","","","",,,,,2,2.00,1,2,1
2,"D Chowdhury, MM Hasan","Non-Intrusive Load Monitoring Using Ensemble Empirical Mode Decomposition and Random Forest Classifier",2019,"… of the International Conference on Digital …","academia.edu","http://www.academia.edu/download/59368584/DISP19_paper_11120190523-94896-wtkbvi.pdf","https://scholar.google.com/scholar?cites=8567795158830390287&as_sdt=2005&sciodt=0,5&hl=en",210,"2020-01-11 17:36:20","","","","",,,,,2,2.00,1,2,1
0,"M Hasan, D Chowdhury, M Khan, Z Rahman","Non-Intrusive Load Monitoring Using Current Shapelets",2019,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/9/24/5363","",356,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,1
3,"TY Ji, L Liu, TS Wang, WB Lin, MS Li, ...","Non-Intrusive Load Monitoring Using Additive Factorial Approximate Maximum a Posteriori Based on Iterative Fuzzy C-Means",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8684887/","https://scholar.google.com/scholar?cites=5532524544750347196&as_sdt=2005&sciodt=0,5&hl=en",444,"2020-01-11 17:36:20","","","","",,,,,3,3.00,1,6,1
1,"J Kelly","Non-Intrusive Load Monitoring ToolKit (nilmtk)",2013,"","","","https://scholar.google.com/scholar?cites=3831584605480226533&as_sdt=2005&sciodt=0,5&hl=en",475,"2020-01-11 17:36:20","CITATION","","","",,,,,1,0.14,1,1,7
6,"Y Nakano","Non-Intrusive Load Monitoring System-Part5: Performance Test at Real Households",2008,"System Engineering Reserch Laboratory","ci.nii.ac.jp","https://ci.nii.ac.jp/naid/20001649769/","https://scholar.google.com/scholar?cites=5624218502126449435&as_sdt=2005&sciodt=0,5&hl=en",486,"2020-01-11 17:36:20","CITATION","","","",,,,,6,0.50,6,1,12
0,"K Yoshimoto, Y Nakano, ...","Non-Intrusive Load Monitoring System-Part 4: Development of New Method for Inferring the behavior of Rice Cooker, Washing Machine and IH-Coking …",2003,"DENRYOKU …","KOMAE RESEARCH LABORATORY","","",508,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,3,17
0,"Y Nakano, Y Amano","Non-Intrusive Load Monitoring System-Part 3: Field Test in Model Household",2002,"DENRYOKU …","KOMAE RESEARCH LABORATORY","","",511,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,2,18
0,"K Yoshimoto, Y Nakano, ...","Non-Intrusive Load Monitoring System Part 2: Inference Wattage of Electrical Appliances in Household",2001,"DENRYOKU …","KOMAE RESEARCH LABORATORY","","",509,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,3,19
0,"M Sun, FM Nakoty, Q Liu, X Liu, ...","Non-Intrusive Load Monitoring System Framework and Load Disaggregation Algorithms: A Survey",2019,"2019 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8861646/","",390,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
0,"C Min, G Wen, Z Yang, X Li, B Li","Non-Intrusive Load Monitoring System Based on Convolution Neural Network and Adaptive Linear Programming Boosting",2019,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/12/15/2882","",429,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
0,"C Lu, L Ma, T Xu, G Ding, C Wu, ...","Non-Intrusive Load Monitoring Method Based on Improved Differential Evolution Algorithm",2019,"2019 11th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8858766/","",350,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,6,1
1,"T Bernard","Non-Intrusive Load Monitoring (NILM): combining multiple distinct electrical features and unsupervised machine learning techniques",2018,"","duepublico.uni-duisburg-essen.de","https://duepublico.uni-duisburg-essen.de/servlets/DocumentServlet?id=46575","https://scholar.google.com/scholar?cites=12686601469163654415&as_sdt=2005&sciodt=0,5&hl=en",306,"2020-01-11 17:36:20","","","","",,,,,1,0.50,1,1,2
3,"T Bernard, M Verbunt, G vom Bögel, ...","Non-Intrusive Load Monitoring (NILM): Unsupervised Machine Learning and Feature Fusion: Energy Management for Private and Industrial Applications",2018,"… Conference on Smart …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8556735/","https://scholar.google.com/scholar?cites=13893002522211863301&as_sdt=2005&sciodt=0,5&hl=en",448,"2020-01-11 17:36:20","","","","",,,,,3,1.50,1,4,2
1,"D Racines, JE Candelo, J Montana","Non-Intrusive Electrical Load Monitoring System Applying Neural Networks with Combined Steady-State Electrical Variables",2018,"Tehnički vjesnik","hrcak.srce.hr","https://hrcak.srce.hr/index.php?show=clanak&id_clanak_jezik=304770","https://scholar.google.com/scholar?cites=9831335095397119946&as_sdt=2005&sciodt=0,5&hl=en",424,"2020-01-11 17:36:20","","","","",,,,,1,0.50,0,3,2
1,"S Bahrami","Non-Intrusive Appliance Load Monitoring using the Viterbi Algorithm (NIALM-VA)",2014,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/9f16/5d41539c220e7421bad76cd34c3ef80db9bc.pdf","https://scholar.google.com/scholar?cites=550858782457679820&as_sdt=2005&sciodt=0,5&hl=en",297,"2020-01-11 17:36:20","PDF","","","",,,,,1,0.17,1,1,6
2,"D Hock, M Kappes, B Ghita","Non-Intrusive Appliance Load Monitoring using Genetic Algorithms",2018,"IOP Conference Series: Materials …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1757-899X/366/1/012003/meta","https://scholar.google.com/scholar?cites=11070826493108544029&as_sdt=2005&sciodt=0,5&hl=en",336,"2020-01-11 17:36:20","","","","",,,,,2,1.00,1,3,2
5,"LY Hui, T Logenthiran, WL Woo","Non-Intrusive Appliance Load Monitoring and Identification for smart home",2016,"2016 IEEE 6th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7584198/","https://scholar.google.com/scholar?cites=6496012592902194511&as_sdt=2005&sciodt=0,5&hl=en",171,"2020-01-11 17:36:20","","","","",,,,,5,1.25,2,3,4
1,"SP Kamat","Non-Intrusive Appliance Load Monitoring",2003,"ELECTRICAL INDIA","ST CHARY MA","","https://scholar.google.com/scholar?cites=866433735001050294&as_sdt=2005&sciodt=0,5&hl=en",523,"2020-01-11 17:36:20","CITATION","","","",,,,,1,0.06,1,1,17
2,"DV Caiman, TL Dragomir","Non intrusive load monitoring: analytic expressions as load signature",2018,"2018 IEEE 12th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8453210/","https://scholar.google.com/scholar?cites=18352784886154962995&as_sdt=2005&sciodt=0,5&hl=en",248,"2020-01-11 17:36:20","","","","",,,,,2,1.00,1,2,2
2,"N Batra","Non intrusive load monitoring: Systems, metrics and use cases",2015,"Proceedings of the 13th ACM Conference on …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2822523","https://scholar.google.com/scholar?cites=11209301903212643261&as_sdt=2005&sciodt=0,5&hl=en",207,"2020-01-11 17:36:20","","","","",,,,,2,0.40,2,1,5
0,"GM Tina, S Gagliano, VA Amenta","Non intrusive load monitoring techniques for energy emancipation of domestic users",2013,"International Conference, CISBAT, Lausanne","","","",510,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,3,7
15,"JR Herrero, ÁL Murciego, AL Barriuso, ...","Non intrusive load monitoring (nilm): A state of the art",2017,"… Conference on Practical …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-61578-3_12","https://scholar.google.com/scholar?cites=16252427484088772094&as_sdt=2005&sciodt=0,5&hl=en",150,"2020-01-11 17:36:20","","","","",,,,,15,5.00,4,4,3
1,"EJ Aladesanmi","Non intrusive load monitoring & identification for energy management system using computational intelligence approach",2015,"","open.uct.ac.za","https://open.uct.ac.za/handle/11427/13561","https://scholar.google.com/scholar?cites=3230658473003798101&as_sdt=2005&sciodt=0,5&hl=en",287,"2020-01-11 17:36:20","","","","",,,,,1,0.20,1,1,5
2,"M Zeifinan, C Akers, K Roth","Non intrusive appliance load monitoring (nialm) for energy control in residential buildings",2011,"… in Domestic Appliances and Lighting 20 II","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.467.8238&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=3770985343567751216&as_sdt=2005&sciodt=0,5&hl=en",289,"2020-01-11 17:36:20","PDF","","","",,,,,2,0.22,1,3,9
1,"K Basu, V Debusschere, S Bacha, U Maulik, ...","Non Intrusive Load Monitoring: A Temporal Multi-Label Classification Approach Industrial Informatics",2014,"","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-01240912/","https://scholar.google.com/scholar?cites=3173044678890346942&as_sdt=2005&sciodt=0,5&hl=en",525,"2020-01-11 17:36:20","CITATION","","","",,,,,1,0.17,0,5,6
0,"P Garcia, X Dominguez, D Chiza","Non Intrusive Load Monitoring in Chaotic Switching Networks",2018,"arXiv preprint arXiv:1801.05363","arxiv.org","https://arxiv.org/abs/1801.05363","",313,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,2
1,"V Rathore, SK Jain","Non Intrusive Load Monitoring and Load Disaggregation using Transient Data Analysis",2018,"2018 Conference on Information and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8722382/","https://scholar.google.com/scholar?cites=307976175469467533&as_sdt=2005&sciodt=0,5&hl=en",343,"2020-01-11 17:36:20","","","","",,,,,1,0.50,1,2,2
